code;traduction;paragraphe;marqueur;ecritures_rattachees
54-0516;VGR;81;"N’aimeriez-vous pas être comme ça? Avoir des paroles tellement assaisonnées qu’elles s’emparent du cœur des gens, et les saisissent, comme ça. Eh bien, vous pouvez être comme Lui; il vous suffit de Le";Apocalypse 12:0
54-0516;VGR;89;Maintenant, que font les étoiles? Les étoiles produisent une lumière mineure. Pas vrai? Eh bien, d’où leur vient cette lumière? QUESTIONS ET RÉPONSES (LA LOI QUI POSSÈDE UNE… 25 Si je pouvais aller là;(aucune ref proche)
54-0516;VGR;96;Eh bien, vous dites que le dragon avait quelque chose à voir avec les Juifs? Certainement. Ils ont dit : “Ce Jésus dit QUESTIONS ET RÉPONSES (LA LOI QUI POSSÈDE UNE… 27 que c’est Lui le Roi. Nous n’av;(aucune ref proche)
54-0516;VGR;108;Satan a dit : “Cette fois-ci, je vais l’avoir.” Il a dit : “Regarde là-bas, au sommet de…regarde tous ces royaumes là-bas. Voilà les États-Unis d’Amérique qui s’en viennent, une grande et puissante na;(aucune ref proche)
54-0516;VGR;115;Comment allez-vous y arriver? “Soyez parfaits comme votre Père a… et ceux qui offraient les sacrifices sous la loi ne pouvaient pas amener l’assistant à la perfection.” Pourquoi? Maintenant, regardez ;Romains 8:1
54-0516;VGR;121;Alors, celui qui rend ce culte sortait de là avec un cœur pur. Celui qui rend ce culte…la loi était une ombre, mais en Christ, cela—cela a été ôté. Il a ôté la première, pour pouvoir ajouter la deuxiè;Romains 8:1
54-0516;VGR;129;"Adam et Ève étaient là. Ève, une belle femme. Oh! la la! Je peux les voir là-bas : Adam, avec ses cheveux noirs en broussailles sur la tête; ces yeux brillants et étincelants qui se posent sur sa peti";(aucune ref proche)
54-0516;VGR;139;Mais le voici qui sort de là, avec du sang qui coule sur ses épaules viriles. Regardez la petite Ève, brossons un tableau. Cette jolie petite femme, la chérie d’Adam, sa femme bien-aimée, elle sort à ;(aucune ref proche)
54-0516;VGR;148;Maintenant, changeons de décor : Dix-neuf… Quatre mille ans ont passé, nous sommes à Jérusalem ce matin. J’entends un bruit, qu’est-ce que c’est? Je regarde dehors. Il y a le péché, et la terre entièr;(aucune ref proche)
54-0516;VGR;159;"Le sang des taureaux et des boucs ne pouvait pas ôter le péché; mais au temps convenable, Jésus-Christ vient et amène à la perfection, par le baptême du Saint-Esprit, celui qui rend le culte, pour qui";(aucune ref proche)
54-0516;VGR;165;Et que les hommes et les femmes avec qui nous entrerons en contact, puissions-nous le faire en toute sincérité. Puissions- nous parler des oracles de Dieu, Seigneur, sans vouloir imposer, mais avec sa;(aucune ref proche)
57-0925;VGR;1;Comment pourrait-elle le faire sans Dieu? Ce serait vraiment quelque chose, n’est-ce pas? Ce serait impossible sans le Seigneur. Je ne vais pas me reporter à tous ces ouvrages-là pour prêcher. Mais je;(aucune ref proche)
57-0925;VGR;7;Maintenant, nous avons de bonnes questions, stimulantes, des questions bien d’ici. Un prédicateur, là-bas, dans la pièce du fond, tout à l’heure, m’a posé cette question, il a dit : “Les deux prophète;Matthieu 25:46
57-0925;VGR;16;Maintenant nous y allons, là, je vais essayer de répondre à toutes ces questions, si j’y arrive. Et, Frère Tony, par la grâce de Dieu, j’ai reçu l’interprétation de ton songe, et c’était merveilleux. ;Matthieu 25:46, Matthieu 25:46, Matthieu 25:46
57-0925;VGR;23;J’ai dit : “Eh bien, en voici la raison : j’essaie toujours de réfléchir avant de faire quoi que ce soit. Voyez? Ainsi, si les gens me questionnent, je peux alors leur dire quelles étaient mes pensées;Matthieu 25:46, Matthieu 25:46, Apocalypse 11:0
57-0925;VGR;30;Vous voyez la différence? Les méchants ont le châtiment perpétuel, mais perpétuel, c’est “une période de temps”. Or, si ç’avait été pareil, il aurait été écrit : “Et ceux-ci iront au châtiment perpétu;Apocalypse 11:0, Ezechiel 9:0
57-0925;VGR;39;Si vous remarquez là, dans l’Apocalypse, il est dit : “Ils sont vierges.” Et ce sont des eunuques. Un eunuque, qu’est-ce que c’était? C’étaient… Les eunuques étaient les gardes du temple, qui gardaien;Ezechiel 9:0, Ephesiens 4:30
57-0925;VGR;51;Maintenant, souvenez-vous, ce n’est qu’après la Première Guerre mondiale qu’on a enseigné le Saint-Esprit en tant que baptême du Saint-Esprit. Nous venons de célébrer notre—notre jubilé, les quarante ;(aucune ref proche)
57-0925;VGR;70;Maintenant lisez la suite. C’est comme cet homme qui mangeait de la pastèque, il disait : “C’est bon, mais mangeons- en encore un peu.” Très bien, Dieu En a en abondance, ici. Maintenant remarquez bie;(aucune ref proche)
57-0925;VGR;79;Voilà vos cent quarante-quatre mille, voilà vos serviteurs. Donc, “les fils du Royaume”, ici, chère personne qui avez posé la question, ce sont…vous qui avez posé cette question remarquable. Je dois l;(aucune ref proche)
57-0925;VGR;85;Bon, je passe beaucoup de temps sur une seule question. Et quelqu’un va dire : “Mais, vous n’arrivez pas à la mienne.” Eh bien, on va se dépêcher et voir si on peut y arriver.;(aucune ref proche)
57-0925;VGR;93;Si nous avions le temps de prendre ici, dans Romains, le chapitre 8, vous pourriez le lire. Romains, chapitre 9, beaucoup d’autres endroits dans la Bible. Éphésiens, chapitre 1. Vous verrez que l’élec;Actes 2:38, Matthieu 28:19, Actes 2:38, Matthieu 28:19, Actes 2:38, Matthieu 28:19
57-0925;VGR;99;[Une sœur parle dans l’auditoire. — N.D.É.] Oui. [“Excusez- moi. Je voulais juste poser une question, et—et vous comprenez mal ce que je veux dire là.”] Oui, très bien, sœur. [“Je ne crois pas ça du t;Actes 2:38, Matthieu 28:19, Actes 2:38, Matthieu 28:19, Actes 2:38, Matthieu 28:19
57-0925;VGR;105;Et ceci donne des cheveux blancs aux professeurs. Mais C’est—C’est simple. Maintenant, je vais lire Matthieu 28.19, et vous, suivez-moi. Et ceux d’entre vous qui ont Actes 2.38, tenez- QUESTIONS ET RÉ;Actes 2:38, Matthieu 28:19, Actes 2:38, Matthieu 28:19, Actes 2:0, Actes 2:38
57-0925;VGR;113;Or, la toute première fois où il a été fait mention du baptême, c’est Jean-Baptiste qui en a parlé. Combien savent que c’est vrai? Très bien, je vais mettre ça ici, tout au bout, ici : Jean-Baptiste. ;Matthieu 28:19, Actes 2:38
57-0925;VGR;126;Maintenant, j’aimerais vous poser une question. Ici, c’est le dernier chapitre de Matthieu. Je vais présenter ça sous une forme simple, pour que chacun de vous, pour que les enfants Le comprennent.;Matthieu 28:0
57-0925;VGR;134;Maintenant, vous qui avez posé la question, je veux illustrer cela par un petit exemple, ici. Bon, je vais placer trois choses ici, pour que vous compreniez bien (pour illustrer), ces Bibles et ces li;Matthieu 28:19
57-0925;VGR;147;Maintenant, sondez les Écritures, et quand vous trouverez un endroit où une personne dans la Bible… (Maintenant, réfléchissez, là, ne laissez pas ceci vous échapper.) …où une personne, dans la Bible, ;Luc 16:16, Actes 2:0, Galates 1:8
57-0925;VGR;159;Maintenant trouvez un endroit où quelqu’un d’autre a déjà été baptisé autrement, et je vous montrerai du même coup l’endroit où l’église catholique admet cela, et déclare que vous vous y pliez. Elle d;Galates 1:8, Hebreux 11:1
57-0925;VGR;168;Vous voyez, il faut que Cela vienne par une révélation spirituelle. Ce ne sont pas la chair et le sang qui ont dit à Abel qu’il était dans l’erreur (que Caïn était dans l’erreur), qui ont dit à Abel q;Hebreux 11:1, Matthieu 28:19, Genese 3:8
57-0925;VGR;175;Attention, là, Pierre, tu as les clés accrochées à ta ceinture, et tu es en train de prêcher. La question surgit, les premiers convertis de la nouvelle Église, de l’Église chrétienne primitive. Mainte;Matthieu 28:19, Genese 3:8
57-0925;VGR;185;"Si un homme mange de la femme… Et regardez, en naissant de, par la femme, nous mourons tous; parce que nous sommes assujettis à la mort (pas vrai?), en naissant de la femme. En naissant de l’homme, no";(aucune ref proche)
57-0925;VGR;197;"Et voici une bande d’exaltés qui arrive, l’autre groupe : Israël; une petite bande de gens qui étaient sans dénomination, interdénominationnels. Et des gens qui, en plus, avaient fait les pires choses";(aucune ref proche)
57-0925;VGR;214;Fiou, quel prédicateur! Il ne…il ne savait même pas signer son nom, mais il connaissait Dieu. Ils ont dit “qu’ils le QUESTIONS ET RÉPONSES SUR HÉBREUX, 1RE PARTIE 229 reconnurent pour avoir été avec J;Genese 3:8
57-0925;VGR;224;Quelqu’un a même soulevé cette question, en disant : “Eh bien, le fils…il a dit qu’elle allait… À la naissance de Caïn, elle a dit ‘qu’elle avait acquis un fils de par l’Éternel’.” Absolument, bien sû;(aucune ref proche)
57-0925;VGR;242;Alors, vraiment, le texte donne lui-même l’explication, vous voyez, et démontre l’exactitude de la chose. Maintenant, voyons voir, j’avais…je ne sais pas si… Oui : QUESTIONS ET RÉPONSES SUR HÉBREUX, 1;(aucune ref proche)
57-0925;VGR;249;Maintenant, j’ai encore trois ou quatre bonnes questions. Je les prendrai dimanche matin, si le Seigneur le veut.;(aucune ref proche)
57-0925;VGR;256;Écoutez, j’ai un petit message pour vous : QUESTIONS ET RÉPONSES SUR HÉBREUX, 1RE PARTIE 235 Viens chercher, mon frère, ce bienfait Qui purifiera ton cœur, Toutes les cloches carillonneront Et ton âme;(aucune ref proche)
57-0925;VGR;277;Elle a dit : “Je préférerais la porter en terre.” QUESTIONS ET RÉPONSES SUR HÉBREUX, 1RE PARTIE 237;(aucune ref proche)
57-0925;VGR;293;J’ai dit : “Voilà le meilleur appât que le diable ait jamais eu. Pour commencer, vous êtes une jolie femme, et de partir comme ça, sur le champ de travail, vous serez un véritable appât et une cible p;(aucune ref proche)
57-0925;VGR;300;Mais là, souvenez-vous, écoutez l’émission de notre frère à neuf heures, samedi matin. Nous allons lui téléphoner pour le lui dire. Ce sera sur WLRP, le quatuor Neville, à neuf heures, samedi matin. N;(aucune ref proche)
57-1002;VGR;303;Je veux premièrement remercier chacun de vous qui aviez reçu le message de prier pour ma femme. Elle a été très, très malade. Nous ne savions pas ce que c’était, et nous ne savons pas ce qui s’est pas;(aucune ref proche)
57-1002;VGR;319;Une chose, quelqu’un pourrait se poser la question : l’autre soir… Je parlais à Frère Fleeman ici, dans la rue. Il est arrivé que quelqu’un dise : “Dès que le service est terminé, pourquoi est- ce que;(aucune ref proche)
57-1002;VGR;333;[Un homme demande si Dieu peut rétablir cette femme. — N.D.É.] Eh bien, je vous dirai ceci, frère : ce—ce n’est pas impossible. Et ce—ce n’est pas… C’est—c’est possible, et probable aussi. En effet, j;(aucune ref proche)
57-1002;VGR;353;Maintenant, je vais vous dire, la raison pour laquelle j’ai dit à Frère Neville… J’ai pensé qu’il avait peut-être un message pour ce soir. Il a dit : “Non”, qu’il n’en avait pas. Et j’ai quelques ques;Apocalypse 5:0, Apocalypse 21:19, Genese 38:0, Actes 19:0
57-1002;VGR;359;Nous Te prions, Père, de nous aider, alors que nous essayons de transmettre la Parole de Dieu aux gens, selon ce qu’ils demandent. Enlève toute maladie du milieu de nous. Nous avons besoin de Toi, Sei;Actes 19:0
57-1002;VGR;370;Maintenant la question est… Répondons-y une à la fois, il y a trois questions. “Nous avons tous été baptisés dans un seul Esprit pour former le Corps de Christ.” C’est exact, I Corinthiens 12 donne la;Actes 2:27, Psaumes 16:10, Jean 5:24
57-1002;VGR;376;Bon, Son esprit, si vous suivez les Écritures…eh bien, nous pourrions apporter beaucoup de passages. Mais, je me demande, qui a une Bible? Frère Stricker, tu as une Bible? Très bien. Frère Neville, tu;Actes 2:27, Psaumes 16:10, Jean 5:24
57-1002;VGR;405;L’arbre tombe du côté où il penche. Et l’état dans lequel vous mourez… C’est pour ça que je ne suis pas d’accord qu’on prie pour les morts, vous voyez, l’intercession des prières ou—ou, la communion d;Psaumes 16:10, Matthieu 27:0
57-1002;VGR;433;Maintenant il nous reste environ sept minutes, et une quinzaine de questions. 62. Pensez-vous que ce soit en ordre pour des femmes de faire, en dehors de l’église, un travail d’accompagnement spiritue;Actes 7:55, Ephesiens 1:20, Marc 14:62
57-1002;VGR;455;“Tout pouvoir dans les Cieux et sur la terre.” Où est ce… S’il y a là-haut un dieu autre que Lui, il n’a aucun pouvoir. Vous voyez, il ne pourrait pas y avoir d’autre Dieu. “Tous les pouvoirs des Cieu;(aucune ref proche)
57-1002;VGR;468;Mais qu’est-ce qui fait ça? Vous voyez, peut-être que vous pensez au moment où vous vous êtes avancés jusqu’à l’autel, vous et votre petit mari, vous avez déclaré là : nous nous prenons l’un l’autre, ;Jean 5:7, Jean 5:7
57-1002;VGR;475;Et ici nous pouvons supplier les gens, et mettre des annonces dans le journal et tout le reste, et louer les endroits les plus confortables pour qu’ils puissent s’asseoir, offrir le meilleur divertiss;Jean 5:7, Jean 5:7
57-1002;VGR;481;Vous vous souvenez de ce que je vous ai raconté l’autre soir, de la vision que j’avais eue, alors qu’il y avait cette femme qui se comportait très mal, là dans la pièce? Et j’étais en train de la cond;(aucune ref proche)
57-1002;VGR;492;"Et le—le serviteur du Seigneur est allé là-bas, et il prêchait à leur roi; ils étaient assis devant un grand foyer. J’ai lu cette histoire il n’y a pas longtemps. Et un petit oiseau est entré dans la ";Esaie 9:6
57-1002;VGR;517;Maintenant regardez bien. Il a été annoncé par notre Seigneur Jésus, dans Matthieu 24, que les Juifs seraient retirés de la scène. Daniel avait dit précédemment, dans les anciens prophètes, il avait d;Matthieu 24:0
57-1002;VGR;548;Écoutez bien ça. [Frère Branham répond aux huit questions suivantes dans la 3e partie, à partir du paragraphe 668, sous les numéros de question 67 à 74. — N.D.É.] : Où les pierres… Que représentent ce;Apocalypse 21:0, Genese 38:0
57-1006;VGR;555;Maintenant, ce soir, nous—nous n’avons pas l’intention de rester plus tard que minuit, si possible, sur ces questions. Donc nous allons—nous allons les aborder tout de suite. C’est la fin de ces quest;(aucune ref proche)
57-1006;VGR;572;"Bon, ces questions reflètent la—la profondeur du cœur de quelqu’un; c’est que ces gens, en lisant l’Écriture, ils trouvent ces choses, et ils ne…peut-être que ça ne les satisfait pas, alors ils nous l";(aucune ref proche)
57-1006;VGR;578;Oh, je tournais ça un peu en plaisanterie, quelque chose du genre, je disais : “Oh, c’était la fille de sa belle-mère”, ou quelque chose comme ça, vous savez, ou—ou : “C’était Mme Caïn.” Mais ça ne ré;(aucune ref proche)
57-1006;VGR;590;Si vous remarquez aujourd’hui, là (juste pour terminer cette question) : cette lignée de Caïn existe toujours, et la lignée de Seth existe toujours. Les deux se sont perpétuées, toujours pareilles. Le;Genese 5:16, Genese 1:0, Genese 2:0
57-1006;VGR;600;Il n’y avait pas d’autres femmes sur la terre, il fallait donc que ça vienne d’Ève. Elle était la mère de tous les vivants. C’est- à‑dire que, tous les gens qui vivaient, elle était leur mère. C’est p;Genese 5:16, Genese 1:0, Genese 2:0
57-1006;VGR;610;Maintenant voici une très belle question, la suivante ici : Dans II Pierre 2.4—2.4…;Apocalypse 11:0
57-1006;VGR;618;Maintenant, si vous remarquez ici, il me semble que ce prédicateur en a une autre sur…quelque chose dans le même ordre d’idées, on y répondra un peu plus tard.;Apocalypse 11:0
57-1006;VGR;631;Vous voyez, dans votre corps, à l’intérieur de vous… (Nous avons une autre question à ce sujet, après, pour y répondre mieux.) Donc, quand… À l’intérieur de vous il y a un esprit, un autre homme. L’ex;(aucune ref proche)
57-1006;VGR;668;Rapidement prenons les autres questions que nous avons, des questions maintenant qui vont partir en Géorgie : 67. Qu’est-ce que les pierres dans…représentent, dans Apocalypse 21.19 et 20?;Apocalypse 21:19, Apocalypse 5:0
57-1006;VGR;677;Maintenant observez, remarquez ces pierres, maintenant vous allez observer comment ces patriarches se reflètent encore dans autre chose, là, dans une autre question. 68. Expliquez—expliquez le quatriè;Apocalypse 5:0
57-1006;VGR;688;Si vous remarquez, ils avaient des yeux devant et derrière. Ils—ils… Partout où il allait, il reflétait. Ils voyaient partout où ils allaient. Et ça, c’est la puissance des Évangiles — quand il est pr;Genese 38:0
57-1006;VGR;710;Et quand Jésus-Christ est né, Il a racheté le monde entier. Certainement. Il était le Rédempteur de toutes les créatures jamais créées sur la terre. Il était le Rédempteur. Et là, toute rédemption se ;Apocalypse 11:0
57-1006;VGR;742;Ce matin, un jeune homme m’a questionné à propos des dons spirituels, à propos du parler en langues. Un jeune homme très sincère, je crois qu’il entrera bientôt dans le ministère. Et à propos de l’égl;(aucune ref proche)
57-1006;VGR;751;Qu’est-ce que ça change, pourvu que vous soyez baptisé? Si c’est dans un bassin d’eau et… Eh bien, Philippe a été baptisé dans un bassin d’eau…quand l’eunuque a été baptisé. Quand Philippe a baptisé l;Galates 1:8
57-1006;VGR;758;Maintenant nous en venons à la question que vous posez. Voyez? Très bien. Alors, effectivement, c’est mal pour une— une dame de se couper les cheveux, selon la Bible. Maintenant écoutez ici et voyez s;Galates 1:8
57-1006;VGR;788;Quelqu’un parmi vous est-il en train de le lire? I Corinthiens, chapitre 11 et le verset 10. Si vous remarquez : “autorité” (Pourquoi?) “à cause des anges”, I Corinthiens, parce que les anges, ce sont;(aucune ref proche)
57-1006;VGR;806;Maintenant si vous voulez argumenter à ce sujet, débattez- en avec Cela. Très bien, si vous voulez contester à ce sujet : “Oh, ça ne change rien, ça. Laissons-les faire. Voyons, pour moi ce n’est rien;(aucune ref proche)
57-1006;VGR;821;Je trouve cette question absolument charmante, j’aime vraiment ça. Maintenant regardons-la de plus près.;Genese 1:28, Genese 2:0, Psaumes 23:0
57-1006;VGR;830;Regardez, Il n’est jamais allé prendre de la terre pour former Ève, mais Il l’a formée avec la terre originale : Adam. Il a pris de son côté une côte, et lui a fait une aide, et c’était Ève. Elle a ét;Psaumes 23:0
57-1006;VGR;848;Alors, voilà. C’est comme ça que nous sommes ici, nous venons d’un être supérieur. Au commencement, nous étions à l’image de Dieu. Le voile et les ténèbres nous empêchent de le reconnaître maintenant.;(aucune ref proche)
57-1006;VGR;867;"Maintenant, Dieu notre Père, il y a eu des questions difficiles ici ce soir. Je n’ai peut-être pas fait la chose juste, mais j’ai fait de mon mieux; Tu connais mon cœur. Je Te prie, ô Dieu, d’accueill";(aucune ref proche)
57-1006;VGR;882;Que le Seigneur vous bénisse. Je suis désolé de vous retenir comme ça. C’est que je me demande, juste avant la communion, s’il y a quelqu’un qui est venu pour qu’on prie pour lui, qui voudrait qu’on p;(aucune ref proche)
57-1006;VGR;915;Or, un jour, je vais partir d’ici. Je me pose la question : “Quelle sera ma fin?” Est-ce terminé? Est-ce presque ça? J’ai quarante-huit ans. Est-ce presque terminé? Je me pose la question, si c’est ça;(aucune ref proche)
57-1006;VGR;931;Je me demande, votre nom ne serait-il pas West? Père, nous prions pour cette jeune femme. C’est une requête pour son père. Maintenant je Te prie de la lui accorder, parle au cœur de son père, Seigneur;(aucune ref proche)
59-0628E;VGR;9;Bon, et ce soir est un soir inhabituel au Tabernacle, parce que c’est un soir de questions et réponses. En général, nous avons ça une fois par an, ou par deux ans. Et la raison pour laquelle je fais ç;(aucune ref proche)
59-0628E;VGR;18;Je vois que notre Sœur Wooten est là, debout avec son bébé. S’il a chaud, sœur, et que vous n’avez pas de siège, je me demande si l’un de nos frères ne pourrait pas sortir un siège et le mettre là, pr;(aucune ref proche)
59-0628E;VGR;24;"Il y a des visiteurs ici, Seigneur; nous prions pour eux et pour leurs églises. Des ministres de l’Évangile qui ont été ordonnés, ordonnés par Dieu, sont assis parmi nous, et ils sont bien plus compét";(aucune ref proche)
59-0628E;VGR;32;Dans ces entretiens privés, quand nous prenons un cas, je ne le laisse jamais, tant que je n’ai pas reçu, d’une manière ou d’une autre, une réponse de Dieu. Ces choses demandent du temps. Que ça prenn;Matthieu 7:6, Jean 17:17, Actes 19:0, Romains 4:0, Jean 5:0
59-0628E;VGR;42;Donc je ne crois pas que je m’affilierais à une assemblée qui ne croit pas au plein Évangile du Seigneur Jésus-Christ, c’est- à‑dire où on ne croit pas qu’Il est le même hier, aujourd’hui et pour touj;Jean 17:17, Actes 19:0, Romains 4:0, Jean 5:0
59-0628E;VGR;49;"Par conséquent, la question est là : je crois qu’un homme est sauvé, s’il regarde vers le Calvaire et qu’il meurt dans cet état-là. Certainement, je crois qu’il sera sauvé; je crois qu’il y parviendra";(aucune ref proche)
59-0628E;VGR;58;Maintenant, la question qui a été posée ici : “Si nous prenons—si nous prenons du vin et des biscuits salés, la maladie et le sommeil tombent sur nous.” Vous voyez, c’est que, je crois que, la questio;Esaie 14:12, Luc 10:18
59-0628E;VGR;65;Une fois, je suis allé dans une église où ils ont pris une simple miche de pain — là où des pécheurs blasphémaient et se conduisaient n’importe comment, et dans la souillure — et ils ont coupé ce pain;Esaie 14:12, Luc 10:18, Ezechiel 28:12, Apocalypse 12:0
59-0628E;VGR;78;Vous vous souvenez, ce matin, là je vous ai montré dans les Écritures que l’église a fait fausse route en acceptant les organisations des hommes. De même, Israël a fait fausse route en rejetant Dieu c;Ezechiel 28:12, Marc 16:0
59-0628E;VGR;84;Vous dites : “Vous croyez que Dieu existe.” Bien sûr! Ces choses viennent du pays où se trouve Dieu. Et nous sommes pèlerins et étrangers, comme Abraham et Isaac. Eux, après avoir été seulement couver;Ezechiel 28:12, Marc 16:0
59-0628E;VGR;96;Donc, le lendemain matin, Charlie et les autres étaient là-bas, les carabines ne cessaient de crépiter, de toucher des écureuils, et moi, j’étais assis derrière un arbre, à me tordre les mains, en dis;Matthieu 25:1
59-0628E;VGR;102;Le Saint-Esprit ne vient qu’à un seul niveau : il faut avoir satisfait aux exigences de Dieu. Si vous Le recevez un jour, vous en serez venu là pour avoir atteint le niveau exigé par Dieu, et non celu;Matthieu 25:1
59-0628E;VGR;111;Maintenant, voilà où vous, chers et précieux nazaréens, et les autres aussi, vous avez passé à côté. Voyez? Nous tous… Pourquoi est-ce que vous échouez? Pourquoi est-ce que la pentecôte est partie et ;Romains 8:0, Ephesiens 4:30
59-0628E;VGR;117;Mais ils ont vu les gens qui entraient et qui disaient : “Gloire à Dieu, je L’ai reçu.” Eh bien, alors, c’est la même chose… Allons, ne dites pas que ce sont des pentecôtistes parce qu’ils ont sautill;Romains 8:0, Ephesiens 4:30, Jean 3:0
59-0628E;VGR;125;C’est comme la rencontre importante que nous avons ici, en ce moment, avec les impôts, ce litige, ils essaient de dire que nous ne sommes pas une église, alors que nous avons des droits constitutionne;Jean 3:0, Hebreux 10:0
59-0628E;VGR;133;Regardez bien. Je vais juste prendre ce crucifix un instant, si on peut le décrocher de là. Qui a été la victime expiatoire? Jésus-Christ. Comment entrons-nous en Christ? Qui est mort pour nous? Chris;Hebreux 10:0, Matthieu 28:19, Actes 19:0
59-0628E;VGR;142;Le Jour de la Pentecôte, Pierre a exigé que les hommes se repentent et soient baptisés au Nom de Jésus-Christ pour la rémission de leurs péchés. Et Père, Fils et Saint-Esprit, ce n’est pas un nom. Pèr;Matthieu 28:19, Actes 19:0, Matthieu 1:18, Matthieu 28:19, Matthieu 7:21, Galates 1:8
59-0628E;VGR;151;Et on Lui a donné quel Nom? Jésus. Très bien. Père, Fils, Saint-Esprit. Alors, le Père et le Saint-Esprit, c’est un seul et même Esprit. Cet Esprit, qu’est-ce que c’est? C’est l’Esprit de Dieu. Et c’e;Matthieu 7:21, Galates 1:8, Apocalypse 13:8, Ephesiens 1:4, Apocalypse 13:8
59-0628E;VGR;160;En sortant de là, Luther a apporté beaucoup de ces choses avec lui. Wesley a apporté le reste, et on s’y réfère toujours. Dans le catéchisme catholique, appelé La foi de nos pères, je crois, à la page;Apocalypse 13:8, Ephesiens 1:4, Apocalypse 13:8, Jean 14:12, Genese 4:1, Genese 3:8
59-0628E;VGR;171;Tenir bon, et comment! La question n’est pas de savoir si moi, je tiens bon, mais si Lui a tenu bon. Ce n’est pas ce que moi, j’ai fait, c’est ce que Lui a fait. Ce n’est pas “que j’ai arrêté de fumer;Jean 14:12, Genese 4:1, Genese 3:8, Jean 5:18, Matthieu 19:9, Romains 4:8
59-0628E;VGR;179;La Semence de la femme, la Semence de la femme, c’était Christ. Marie a donné naissance au Christ. Et la semence du serpent, qui était Caïn, s’est transmise jusqu’à Judas Iscariot. Là se trouvait Jésu;Jean 5:18, Matthieu 19:9, Romains 4:8, Matthieu 19:9, Jean 5:0, Jean 5:16
59-0628E;VGR;188;Et si un homme épouse une femme qui a eu une vie impure avant qu’elle se marie avec lui, et que par la suite elle vienne vers lui, — même s’ils sont mariés depuis très longtemps, — que par la suite el;Jean 5:0, Jean 5:16
59-0628E;VGR;195;Puisse Sa grâce être avec vous. Puisse-t‑Il vous guérir de votre maladie. Puisse-t‑Il vous donner le baptême du Saint- Esprit. Et maintenant je dirai ceci, sans le prendre à la légère, sans… Si j’ai o;(aucune ref proche)
59-1219;VGR;4;"Ma femme, c’est elle qui me corrige; vous savez, les frères, ce que je veux dire. Elle disait que les gens qui étaient au fond hier soir, ils ne m’entendaient pas, parce que je parlais dans ce machin.";Actes 19:5
59-1219;VGR;11;Mais le Seigneur semble me conduire à aller en Norvège. Je ne sais pas pourquoi. Vous connaissez le petit livre intitulé Un homme envoyé de Dieu? C’est la plus importante publication religieuse de tou;Actes 19:5
59-1219;VGR;20;Hattie Wright, l’autre jour, elle n’avait rien demandé. Elle était simplement assise là, mais elle a dit la chose juste, et cela a plu au Saint-Esprit. Et le Saint-Esprit, en retour, a parlé, Il a dit;Jean 3:0, Jean 3:16
59-1219;VGR;27;Et maintenant, Père, j’ai ici, en ma possession, plusieurs questions, qui ont été posées par des cœurs sincères, pour qui ces choses sont une préoccupation. Et de donner une réponse inexacte à l’une d;Jean 3:0, Jean 3:16, Jean 17:17, Luc 24:49
59-1219;VGR;34;"Maintenant remarquez! Quand le feu est venu, c’étaient des langues; quand ils parlaient, c’était un langage. Or, il y a une QUESTIONS ET RÉPONSES SUR LE SAINT-ESPRIT 407 énorme différence entre langue";Jean 17:17, Luc 24:49, Jean 14:0
59-1219;VGR;44;Dieu qui condescend, qui descend, alors qu’Il avait été au- dessus de l’homme. Celui-ci ne pouvait pas Le toucher, parce qu’il avait péché dans le jardin d’Éden et s’était séparé de sa communion avec ;Jean 14:0, Actes 1:0
59-1219;VGR;53;Bon, maintenant nous sommes dans Actes 1. Maintenant écoutez bien, là. Vous voyez la scène? À l’extérieur de l’édifice, le petit escalier qui montait, et ils sont allés dans cette petite chambre. En b;Actes 1:0
59-1219;VGR;59;"Ça s’est passé dans cette petite pièce où brûlaient ces petites lampes à huile. Imaginez-les assis là-haut. Et l’un d’eux dit : “Oh!” Il promenait ses regards partout dans le bâtiment; c’était partout";(aucune ref proche)
59-1219;VGR;65;“Comment les entendons-nous (ce n’était pas une langue inconnue), comment les entendons-nous chacun dans notre langue maternelle? Ces gens qui parlent ne sont-ils pas tous Galiléens?” Et peut-être qu’;(aucune ref proche)
59-1219;VGR;77;Mais regardez la chose en face. Faites-y face. Ils peuvent affronter les luthériens, les—les méthodistes le peuvent. Les pentecôtistes peuvent affronter les méthodistes. Je peux affronter les pentecôt;(aucune ref proche)
59-1219;VGR;85;Il s’agit d’une progression, d’entrer toujours plus en Dieu, dans une marche intime. Comment le savez-vous? Bon, eh bien, quand Luther a reçu la justification, il a appelé ça le Saint-Esprit. Ça l’éta;(aucune ref proche)
59-1219;VGR;91;Je voudrais vous lire quelque chose dans—dans un instant. J’ai une autre réflexion là-dessus ici. Voyez? Tous les esprits doivent être soumis à Dieu. Vous rappelez-vous la fois où Josaphat et Achab al;(aucune ref proche)
59-1219;VGR;99;Il est descendu, il est entré dans ces faux prophètes, formés par une école pour ce ministère, et il leur a fait prophétiser un mensonge. C’était un esprit de mensonge qui agissait selon la volonté de;(aucune ref proche)
59-1219;VGR;105;Maintenant, mon frère, ma sœur, ça, je ne saurais vous le dire. Je n’ai trouvé aucun passage là-dessus, nulle part dans la Bible. Mais je puis vous dire ce que je pense. Or ceci va vous fortifier, vou;(aucune ref proche)
