ref;occurrences;top_sermons;resume_amorce
Genese 12:0;18;"SKN 61-0312; SKN 62-0705; SKN 61-0416; SKN 61-0423; SKN 61-0317";"Et Paul, sur le chemin de Damas, a été frappé par une très grande Lumière qui l’a aveuglé. Est-ce vrai? Il a dit: «Saul, Saul, pourquoi Me persécutes-tu?» Il a dit: «Qui es-Tu, Seigneur?» Il a dit: «Je suis Jésus?» Est-ce vrai? Il était allé à Dieu; Il venait de Dieu, et Il était allé à Dieu. Pierre était en prison cette nuit-là, cette Lumière y était entrée, et avait ouvert les portes devant lui: L’Ange du Seigneur. Et c’est toujours Jésus-Christ, l’Ange de l’alliance, évidemment. Et alors, aujourd’hui, si Elle est revenue pour la première fois dans toute l’histoire de la photographie, et Ell"
Jean 10:0;17;"SKN 57-0308; SKN 63-0324M; SKN 62-0401; SKN 62-0601; SKN 60-1231";Demain matin, le Seigneur voulant… Je ne sais pas le devant ni le derrière de ce machin. Que le technicien veuille le relever, autant que possible, parce que je suis enroué. Merci. [Espace vide sur la bande – N.D.E.]… avoir le petit-déjeuner, un petit-déjeuner des ministres… Et Dieu voulant, j’espère que chaque ministre de Phœnix sera là. J’aimerais leur parler un tout petit peu. Ainsi, arrangez-vous pour être là, mes frères, si c’est possible. Je ne connais pas l’endroit. La cafétéria Miller… Je pense qu’ils ont fait réserver une salle pour le petit-déjeuner. Et ça sera à 9h, est-ce cela, Frè
Apocalypse 10:1;17;"VGR 63-0322; SKN 64-0719M; SKN 65-0822M; VGR 65-0822M; SKN 63-0318";"Ensuite, il a suscité une autre puissance; Il a envoyé une puissance pour l’affronter. Ensuite il a suscité une autre puissance; Il a envoyé une autre puissance pour l’affronter. Et puis, comme dernière puissance, Il fait descendre l’aigle, “pour ramener les enfants à la Foi originelle, de leurs pères”. L’âge de l’aigle! Ensuite, si vous remarquez, il n’y a plus d’Être vivant. Il n’y en a plus. C’est la fin. Maintenant, si vous voulez prendre Apocalypse 10.1, 7, là. Je m’y suis référé. Souvenez- vous, dans l’âge du dernier messager, voyez-vous, il devait se passer quoi? “Tous les mystères de D"
Job 14:0;17;"SKN 64-0830E; SKN 62-0607; SKN 63-1201M; VGR 63-1201M; SKN 62-0728";Frère... J’ai dû répondre à ces questions alors que j’étais fatigué, épuisé, et vous savez, en quelque sorte, je ne me sens pas tout à fait bien, ainsi je – j’espère que cela répondra à la question. Je – je vous remercie beaucoup, et je – j’ai oublié ce que j’allais lui répondre. Prédicateurs, pasteur, pourquoi avons-nous ces fardeaux – n’avons-nous pas de fardeaux pour les âmes perdues? Je crois que c’est – c’est un manque de réveil. Je crois que nous devrions encore essayer de prier Dieu de nous donner la passion pour les âmes perdues jusqu’à ce que Jésus revienne. 399. Frère Branham, croyez
Esaie 28:0;16;"SKN 53-0729; VGR 53-0729; SKN 65-1212; VGR 65-1212; SKN 59-1216";"Bon, je sais que le... J'ai entendu dire que les frères adventistes du septième jour pensent que c'est cela le Sceau de Dieu. Ils disent : ""Vous êtes scellés en observant le sabbat."" Il n'y a pas une Ecriture de la Bible qui dit cela. Et voici une Ecriture de la Bible qui dit que - que vous êtes scellés, Ephésiens 4:30 dit : ""N'attristez pas le Saint-Esprit de Dieu par lequel vous êtes scellés jusqu'au jour de votre rédemption, le baptême du Saint-Esprit."" Je vais vous prouver maintenant que le Sceau de Dieu c'est le baptême du Saint-Esprit. Voyez? C'est le baptême de l'Esprit qui est le Sceau"
Psaumes 23:0;16;"SKN 57-1006; SKN 63-1128M; VGR 64-0823M; VGR 65-1206; VGR 57-1006";"C'est exactement pour cela que Christ et Dieu devaient être exactement une même Personne. Il ne pouvait en être autrement. S'Il avait été un homme bon ou un prophète, Il n'aurait pas été un Rédempteur. Il fallait qu'Il soit le créateur Lui-même. Mais Il est toujours une Théophanie maintenant, vous voyez, et tel qu'Il était alors. Bon, l'homme apparut ici et il - il était merveilleux; et Dieu aime cela. Il a dit : ""C'est bon qu'ils soient sur la terre et qu'ils y vivent pour toujours. C'est tout, pour - pour l'éternité, continuellement; que ça pousse et que chaque plante se reproduise, et tout,"
Hebreux 3:1;16;"SKN 53-1111; SKN 51-0727; SKN 51-0729E; SKN 51-0503; VGR 51-0503";"Ce soir, il y a un homme paralysé dans ce monde, pour avoir essayé de m'hypnotiser à New York. Les gens allaient auprès de l'un de ces gars de l'armée qui faisait aboyer les gens comme des chiens et tout par l'hypnotisme. Et j'ai dit: ""Pourquoi le diable a-t-il mis dans ton cœur de faire pareille chose?"" Et cela a réglé la question, on l'a emporté paralysé. Il est encore paralysé ce soir. Il y a beaucoup d'autres choses que je pourrais dire, des centaines, mais je vous ai dit la vérité. Dieu a confirmé que c'est la vérité. Maintenant, écoutez cette vérité. Chacun de vous qui vous tenez ici est"
Matthieu 12:0;15;"SKN 61-0414; SKN 60-0710; SKN 61-0318; SKN 61-0211; SKN 62-0721";Maintenant, qu’il soit connu de tout le monde que je ne crois pas qu’il existe un homme qui soit un guérisseur divin. Qu’il soit médecin, qu’il soit psychiatre, ou que sais-je encore, il n’existe pas de guérisseurs divins. Il n’y a qu’un seul Guérisseur, et c’est Dieu. Eh bien, nous avons des médecins, des hôpitaux et des scientifiques qui font des recherches en médecine, et nous en sommes reconnaissants. Mais en tant que chrétiens, nous ne devrions pas laisser passer un seul jour sans prier pour que soient secourus ces hommes qui essayent de... dans le domaine de la recherche pour qu’ils trou
Psaumes 1:0;15;"SKN 62-0422; SKN 62-1014M; SKN 63-0728; SKN 62-0401; SKN 56-1004";"Mais Dieu parle ici dans Joël de - Dieu parle de Son Arbre fruitier qu'Il avait planté. Dieu avait planté un Arbre fruitier. Il L'avait planté le jour de la Pentecôte, et Il a fait pousser cet Arbre-là dans un but. Il voulait qu'il porte Son fruit, la Parole, la Parole de Dieu. Il voulait une Eglise qui pouvait garder Sa Parole tout au long de l'âge. Eve avait failli pour ce qui est de La garder; les Juifs avaient failli pour ce qui est de La garder; la loi avait failli; tous avaient failli ; ainsi, Dieu L'avait planté, un Arbre - un Arbre. Eh bien, rappelez-vous, il y avait deux arbres dans l"
Ezechiel 9:0;15;"SKN 61-0217; SKN 54-0103M; SKN 54-0514; SKN 57-0925; VGR 54-0103M";Le Dieu glorieux, plein d’amour, Il est plein d’amour. Pour être amour, Il devait exécuter le jugement pour être juste. Il est donc le Dieu miséricordieux ce soir. Mais, mon ami, lorsque vous vous tiendrez devant Lui au Jugement, en ce jour-là sombre et nuageux, Il sera un Dieu plein de colère. C’est la Bible qui le dit : « Dans Sa colère. Je me suis tenu là devant et je cassais de mon… il y avait là un casseur de pierre de Colorado. Il avait quelques pierres. Et Il cassait la… Une petite pierre que je voulais prendre pour ma fillette, comme une petite chose à mettre au cou, une petite croix. 
Marc 11:23;15;"SKN 59-1123; SKN 60-0417M; SKN 63-0825E; SKN 63-0628E; VGR 63-0825E";Et Quelque chose me dit : «Parle à ce petit poisson, et il vivra de nouveau.» Les ouïes étaient blanches, elles lui pendaient hors de la bouche. Je dis : «Petit poisson, Jésus-Christ te redonne la vie.» Et le Dieu du ciel est mon juge suprême. Ce poisson se retourna et s'enfonça dans cette eau en nageant aussi fort qu'il le pouvait. Et monsieur Lyle Wood tomba tout simplement à la renverse dans la barque. Il dit : «C'était pour moi, parce que j'ai dit à la petite bête : 'Tu as tiré ta dernière cartouche'.» Et je dis : «Non, ce n'était pas cela.» Et je dis : «Maintenant, ce qui me semble étrang
Matthieu 1:18;15;"SKN 59-0628E; SKN 57-0901E; SKN 60-1204M; VGR 60-1204M; SKN 61-0108";"Il dit : ""Comment avez-vous été baptisés?"" Je sais que dans la version Roi Jacques, il est dit : ""de quel""; dans l'original, il est dit : ""de quelle manière"". De quel baptême ou comment avez-vous été baptisés?"" Ils répondirent : ""Nous avons été baptisés par Jean, la même personne qui a baptisé Jésus. Paul dit : ""Cela ne marche plus; vous devez être baptisés de nouveau."" Sur ces paroles, ils retournèrent dans l'eau et furent rebaptisés au Nom de Jésus-Christ. Paul leur imposa les mains et le Saint-Esprit vint sur eux. Maintenant, si cela-si ici, il est dit : Père, Fils et Saint-Esprit et que là"
Apocalypse 10:7;15;"SKN 63-0321; VGR 63-0321; SKN 65-1204; VGR 65-1204; SKN 65-1126";Mais, qu’un corbeau essaie donc de suivre un aigle dans son vol, ou un faucon, l’un ou l’autre, il se désintégrerait. Il faut qu’il soit pressurisé pour l’endroit où il va. Voilà le problème aujourd’hui, certains d’entre nous ne sont pas pressurisés. On explose trop vite, vous voyez, quand on se met à sauter en l’air. Mais il nous faut être pressurisés. Lorsque vous montez là-haut, il vous faut avoir l’oeil perçant de l’aigle, pour voir ce qui vient et pour savoir ce qu’il faut faire. Or, c’est l’âge de l’aigle qui a révélé Cela. Maintenant, nous voyons que cet âge de l’aigle a été promis dans
Matthieu 17:0;15;"VGR 60-1204E; SKN 60-1204E; SKN 60-1218; SKN 61-0319; VGR 61-0319";"Observez Sa nature, Sa vie, Ses œuvres. Elles devraient se manifester ici même dans ce tabernacle, exactement comme ça l’était en Son jour. (Je le dis sans parti pris, Dieu le sait.) Pas seulement ici, mais dans le monde entier. Je suis content que ce soit le cas. Nous savons donc où nous en sommes, parce que nous avons ce même Esprit en nous, Il agit par nous pour montrer qu’Il est ici. Ce n’est pas nous, c’est Lui; nous ne pouvons pas faire ces choses, c’est Dieu. En outre, Il S’est laissé photographier par le monde scientifique. Avec nous, en nous, autour de nous, au- dessus de nous, par no"
Apocalypse 22:18;15;"SKN 65-0123; VGR 65-0123; SKN 64-1212; SKN 65-0822M; VGR 65-0822M";Bien, tout ce que l'homme fait, généralement ce n'est pas très bon. Mais juste comme par exemple, le - le Seigneur a établi le temps selon - selon - le cycle, et la rotation de la terre chaque année, chaque instant de sa course, chaque jour, chaque heure, et le soleil aussi se couche, et cela ne faillit jamais. Mais les meilleures montres qu'on peut trouver, elles accuseront des décalages de plusieurs minutes en l'espace d'un mois, certainement. Mais, vous voyez, tout ce que Dieu fait est parfait, mais ce que l'homme fait, c'est imparfait. Pourquoi donc prendre ce que fait l'homme alors qu'on 
Esaie 40:0;14;"SKN 63-0317M; SKN 56-1002A; SKN 61-0117; SKN 65-0219; VGR 65-0219";"Dieu se cache dans une simple petite blanchisseuse, ou dans un homme ordinaire, qui, avec son repas du midi sous le bras, embrasse son épouse et ses enfants en guise d’au revoir et s’en va là-bas; et peut-être que Dieu se cache dans cet homme pour accomplir quelque chose dont un archevêque ne saura rien. Voyez-vous? Vous ne l’entendez pas sonner de la trompette pour diffuser cela. Il–Il... Dieu en reçoit simplement la gloire; c’est tout. Les simples l’entendent et se réjouissent. Vous voyez? Donc, Dieu se cachait dans la simplicité d’un Bébé, Il se cachait dans la simplicité d’une–une famille "
Apocalypse 6:0;14;"VGR 63-0324M; SKN 63-0324M; SKN 63-0323; VGR 63-0323; SKN 54-0103M";Maintenant, si vous voulez toujours garder cette idée en tête, je voudrais que vous… Gardez cette idée en tête, et quand ceci arrivera, alors vous pourrez la modifier. Ramassez donc une de ces petites fleurs du printemps qui vont pousser cette année, ou prenez un simple brin d’herbe, tenez-le dans votre main, et QUESTIONS ET RÉPONSES SUR LES SCEAUX 489 dites : “Je vais tenir ceci, maintenant, et de voir que quelque chose de tellement simple a fabriqué ceci. Et je voudrais bien voir le cerveau qui est capable d’envoyer une fusée sur la lune, fabriquer ce brin d’herbe.” Vous l’aurez toujours. Vo
Ephesiens 1:0;14;"SKN 60-0911E; SKN 59-1223; VGR 59-1223; SKN 62-0610M; SKN 53-0729";"Maintenant, Il a promis la venue d'une Eglise, la venue d'un Royaume. Maintenant, prenez Actes 1:8. Maintenant, souvenez-vous qu'Il a dit aussi, dans Matthieu 16:18, qu'Il bâtirait Son Eglise sur ce roc et que les portes du séjour des morts ne prévaudraient point contre Elle; comme nous continuons avec cet autre sujet, nous y arriverons juste dans quelques minutes. Actes 1:8. Mais vous recevrez une puissance, après... le Saint-Esprit survenant sur vous, et vous serez mes témoins à Jérusalem... Judée,... Samarie, et jusqu'aux extrémités de la terre. La venue d'un Royaume de témoins, témoins de "
Daniel 12:0;14;"SKN 63-0323; VGR 63-0323; SKN 62-0311; SKN 62-0908; SKN 61-0210";La Bible a dit que «le–le dragon, Satan, fut irrité (c’est à dire fâché) contre la femme (les Juifs, Israël), et qu’il lança de l’eau, des foules et des multitudes de gens, qui s’en allèrent faire la guerre aux restes de la postérité de la femme». Apocalypse 13. Donc, vous voyez, là, c’est ce que nous avons. Et c’est le moment où Israël envoie son... je veux dire, où Rome envoie son armée à la poursuite des restes, des restes de la postérité de la femme. Maintenant regardez bien. La première fois qu’Il les avait délivrés des mains de leur ennemi, le soleil était devenu un sac... noir comme un 
Genese 6:0;14;"SKN 62-0607; SKN 63-0623E; VGR 63-0623E; SKN 62-0603; SKN 64-0823E";"Bon, pour obtenir cela, il doit les rendre très attrayant, les raisonnements. Et c'est ainsi que Satan s'y prend. Il fait du bon travail. Et c'est un bon adversaire. Et il rend cela attrayant. Il a eu à le rendre attrayant pour Eve. Il a dit : "" Bon, regarde, ma chère, tu sais, tu n'as pas la connaissance du bien et du mal. Et tu - tu dois te souvenir que c'est - que ce fruit est agréable à la vue. Cela - cela - cela ouvre l'intelligence, et tout… "" Oh, si ce n'est pas là un bon appât ! "" Décrocher juste votre doctorat en philosophie, ou en droit, ou en deux L.Q.U.S.T.D, ou quelque chose comme"
Genese 2:7;14;"SKN 53-0729; VGR 53-0729; SKN 62-0527; VGR 62-0527";Nous avons en vue une - une série de réunions pour très bientôt maintenant, ne l'oubliez pas. Ça sera au stade de Chicago, du 23 août au 5 septembre. Nous nous attendons à un grand moment dans le Seigneur, là-bas. Et maintenant, cela a été annoncé partout, et tous les différents journaux en parlent. Nous nous attendons à un grand moment. J'en ai maintenant une, deux, trois, quatre, cinq, six, je pense, sur une page ici. Et toutes se rapportent à peu près à la même chose, là, dans - dans le Livre de la Genèse. Bon, premièrement, c'est Genèse 1:26 ou plutôt 1:26 à 28, c'est là que la - la person
Romains 8:11;13;"SKN 65-0410; SKN 65-0418M; VGR 65-0418M; VGR 65-0410; VGR 65-0425";S'il y a du péché parmi nous, Seigneur, purge-nous avec Ton hysope. Et nous Te prions, Père céleste, de guérir tout malade parmi nous. Et s'il se trouvait quelqu'un qui ne Te connaît pas dans ce glorieux baptême du Saint-Esprit - pour lequel nous combattons avec tant de fermeté, en disant que c'est une chose indispensable selon les Ecritures pour ce dernier jour, - ô Dieu, nous prions qu'Il descende sur nous tous aujourd'hui, et qu'Il nous baptise de nouveau dans le corps, et qu'Il fasse aussi entrer ceux qui sont au dehors, Père. Bénis-nous pendant que nous lirons Ta Parole et que nous nous e
Apocalypse 10:1-7;13;"SKN 63-0322; VGR 63-0319; SKN 63-0321; SKN 63-0319; SKN 63-0318";"Ensuite, il a suscité une autre puissance. Il a envoyé une puissance pour l’affronter. Ensuite, il a suscité une autre puissance; Il a envoyé une autre puissance pour l’affronter. Et puis, comme dernière puissance, Il fait descendre l’aigle, pour ramener les enfants à la foi originelle, de leurs pères, l’âge de l’aigle! Ensuite, l’avez-vous remarqué? Il n’y a plus d’Etre vivant. Il n’y en a plus. C’est la fin. Maintenant, si vous voulez prendre Apocalypse 10.1-7 (Je m’y suis référé), souvenez-vous, dans l’âge du dernier messager, voyez-vous, que devait-il se passer? «Tous les mystères de Dieu "
Daniel 7:0;13;"SKN 61-0101; VGR 61-0101; SKN 61-0806; VGR 61-0806; VGR 61-0730M";"Bon, «vingt-quatre anciens». J'aimerais que vous remarquiez que ce n'étaient pas des êtres angéliques. Les anges ne sont pas associés, les êtres célestes ne sont jamais associés à des couronnes et à des trônes. Vous voyez? Ils ne le sont jamais, ce sont des anges; ils n'ont jamais vaincu. Si vous remarquez un peu plus loin, les cantiques qu'ils chantaient et tout le reste, ont prouvé qu'ils ne l'étaient pas. Vous voyez? Ils chantaient le cantique de la rédemption; les anges n'ont donc pas besoin d'être rachetés. Vous voyez? Bien. Et c'étaient - c'étaient des hommes rachetés. Je suis... Mes ami"
1 Timothee 3:16;12;"SKN 61-0414; SKN 64-0614M; SKN 59-1217; SKN 57-0901E; SKN 63-0320";"Eh bien, s’Il se tenait ici, Celui qui a écrit la Parole, s’Il se tenait ici, et qu’Il vous parlait et qu’Il vous confirmait qu’Il se tenait juste ici sur l’estrade, seriez-vous disposé à L’accepter et à dire: «Cela règle le problème pour moi; je...»? S’Il se tient ici, Lui qui a écrit la Parole, et a dit: «Là où deux ou trois sont assemblés en Mon Nom, Je serai au milieu d’eux... Et ils les feront aussi les oeuvres que Je fais.»... Est-ce juste? Saint Jean 14.7, 14.8: «...les oeuvres que Je fais.» Maintenant, voici un grand défi devant nous, comme l’a dit notre frère, mille neuf cents personn"
Ephesiens 1:5;12;"SKN 62-1104M; SKN 62-0610M; SKN 65-0911; SKN 65-1031M; VGR 65-0911";"Et alors, ça c'était le numéro un. Le numéro un, venant à vous, à votre foi mentale, juste ici, le Saint-Esprit vient, descendant dans votre foi mentale pour en faire une foi spirituelle. Alors, la foi spirituelle ne reconnaît que la Parole. Maintenant, et le numéro deux - trois : alors vous aurez le spirituel, vous serez... aurez le Saint-Esprit, et Il scellera toutes ces choses en vous, de même que le Saint-Esprit couvre ceci. De votre foi jusque là où le Saint-Esprit vous scelle à l'intérieur avec Christ; alors vous devenez Un. Amen! (Enlevez cette chose devant moi. C'est lourd pour mes bra"
Hebreux 7:0;12;"SKN 65-0801M; VGR 65-0801M; SKN 57-0821; VGR 57-0821; SKN 58-0928E";"L'esprit de séduction est du diable, les démons qui agissent maintenant dans les fils de la désobéissance. Désobéissance à quoi? A quoi les enfants de ces jours-ci sont-ils désobéissants? A la vraie Parole de Dieu comme Eve l'était au commencement. C'est vrai. Eh bien, si vous voulez avoir cela... Prenons cela; Ephésiens 2, juste une minute, parce qu'il me semble convenable que nous - je m'arrête juste une minute si vous n'êtes pas très pressés afin que nous puissions En lire quelques passages. Ephésiens 2.1 à 2 : Et il vous a donné la vie, vous qui autrefois étiez morts par vos offenses et pa"
Genese 18:0;12;"SKN 61-0312; SKN 65-0221E; VGR 65-0221E; SKN 64-0629; VGR 64-0629";"«Et pratiquement... Abraham, tu es vieux; tu as cent ans; et tu n’as plus de force. Mais c’est Moi qui ai fait la promesse. Je suis ton Sein. Appuie-toi simplement sur Ma promesse et continue à téter.» Et, autre chose, un enfant est satisfait tant qu’il tète sa mère. Alors le petit enfant n’est plus agité, aussitôt qu’il se met à téter sa mère, il est satisfait. Et Il est Celui qui satisfait, le Fort, le Nourricier, Celui qui donne la force. Le petit enfant se couche sur le sein de sa mère, il est satisfait, il se ressource pour être en bonne santé. Eh bien, c’est pour Abraham et sa postérité."
Psaumes 63:0;12;"SKN 57-0728; SKN 58-0519; SKN 57-0613E; SKN 58-0512; SKN 59-0613";Seigneur béni, puissent Tes bénédictions éternelles reposer sur ces gens. Sauve les perdus ce soir. Ramène ceux qui, une fois, T’avaient connu, mais qui se sont éloignés, errant. Guéris les malades et les affligés. Que ces gens se souviennent pendant longtemps, dans leurs cœurs, de cette réunion. Et qu’il en soit pour eux comme pour ceux qui revenaient d’Emmaüs après la résurrection, ce premier et beau matin de la résurrection, après que Jésus avait marché avec ces hommes, leur avait parlé, mais lorsqu’Il les a pris à l’écart et qu’Il a fermé la porte derrière eux, Il s’est fait connaître à eu
Apocalypse 5:0;11;"SKN 57-1002; SKN 57-1006; SKN 63-0318; VGR 63-0324M; VGR 57-1002";"Et puis, l'autre soir, après la réunion, il y avait cette autre soeur, et j'ai vu ce jeune Charles et cette femme ensemble. Je me suis dit : ""Cela doit être sa femme; mais sa femme est blonde et celle-ci est une femme aux cheveux noirs. Et j'ai pu remarquer que la vision se déplaçait vers un coin par ici. Elle était assise là à s'essuyer les yeux, et le Seigneur a donné une vision après qu'elle fut.. l'appel à l'autel... à la fin de la réunion de prière, la guérison des malades, et quand l'appel à l'autel avait été fait; Dieu a attendu qu'elle se repente et qu'elle Lui donne sa vie, et Il S'es"
Jeremie 1:4;11;"SKN 57-0915E; SKN 59-1223; VGR 59-1223; SKN 53-1104; SKN 61-0212M";"Quoi? Lévi... Abraham était l'arrière-arrière grand-père de Lévi. Et la Bible dit ici que ""Levi a payé la dîme quand il était dans les reins d'Abraham"". Quatre générations avant qu'il ne vînt sur la terre, il paya des dîmes à Melchisédek! Et béni soit le Nom de l'Eternel! Alors, vous qui ne pouvez croire dans la prédestination avant l'ordination... et ici, quatre générations avant même que Lévi ne sortît des reins d'Abraham, il avait payé des dîmes à Melchisédek! Je souhaiterais que nous ayons le temps de parcourir ceci à travers les Ecritures. Si vous pouviez mettre ceci en relation avec Jéré"
Hebreux 10:26;11;"VGR 59-1223; SKN 59-1223; SKN 61-1015M; VGR 61-1015M; SKN 64-0308";Tu as un sujet de prédication? [Quelqu’un dit : “Non, monsieur.” — N.D.É.] Et Frère Beeler, là? [“Lui, je ne sais pas.”] Frère Beeler, est-ce que tu as un message pour ce soir? [Frère Beeler dit : “Non, monsieur.”] Je—je suis un peu enroué. Il me reste encore quelques—quelques questions. S’ils ne… Si l’un de ces frères voulait prendre la relève et prêcher, je serais content. Maintenant, ne vous affolez pas. Ceci n’est pas… Ce sont seulement des tissus de prière qui partent en Afrique. Tout ceci doit être coupé en tissus de prière, et on voulait que je prie dessus ici, ce soir, et en plus, sur 
Apocalypse 13:8;11;"SKN 59-0628E; VGR 59-0628E; SKN 58-0928M; SKN 60-0515E; SKN 63-1124M";"Absolument! S'il est un bébé, il est né de nouveau. Peu importe combien il est jeune, il ira de toute façon. Vous voyez? 85. Pourquoi Christ m'était-Il apparu quand j'étais près de recevoir les sacrements? Eh bien, sans doute que votre coeur était simplement dans une bonne disposition et vous vous étiez approché de Dieu pieusement pour faire cela; et c'est la raison pour laquelle Il vous est apparu. Voyez-vous? Ce serait la seule raison, à mon avis. Je ne peux pas dire plus que-que ce que ce... Voyons voir. 86. Si nous étions sauvés avant la... (Oh, oh, nous n'avons pas besoin de nous arrêter "
Genese 4:0;11;"SKN 65-1031M; VGR 65-1031M; SKN 59-0628E; SKN 65-1204; VGR 65-1204";Voyez, laissez-moi me tenir comme un chrétien. Pas comme une - une plante hybride, devant être choyée et cajolée, et mise dans quelque chose. Vous n'êtes pas mis dans la chrétienté de toute façon, vous y naissez. Vous devenez une nouvelle créature, vous êtes une semence de Dieu, qui vient dans la terre. Maintenant - maintenant nous voyons qu'il a pulvérisé son spray empoisonné, et ce spray était le spray de la compréhension moderne, l'instruction, la science et la civilisation, les choses mêmes que nous chérissons tellement. Vous êtes-vous jamais arrêté pour penser que notre grand ennemi dans 
2 Timothee 3:0;11;"SKN 64-0726M; SKN 63-0320; SKN 62-1111E; SKN 58-0109; SKN 61-0117";"L’immoralité de l’église, la façon dont ça se passe! Regardez les visions, regardez les choses, et voyez même les visions que Dieu donne; et cette vision est vraie. J’ai ma Bible contre mon coeur, pour vous qui écoutez la bande, et l’auditoire peut voir ça. J’ai vu cela! Le Dieu Tout-Puissant sait que c’est la Vérité. Je ne l’avais jamais remarqué avant tout à l’heure. La voilà, elle est «nue, et elle ne le sait pas». Elle se donnait vraiment du bon temps. Voilà. Mais quand cette petite Epouse est apparue, c’était autre chose. «L’Alpha et l’Oméga.» Oui. C’est le diable qui fait ça. Mais comme "
Daniel 9:0;11;"SKN 61-0730E; VGR 61-0730E; SKN 63-0318; SKN 62-0908; VGR 63-0318";"La jeune fille de soeur Downing, et–et... je–je l’ai observée. Et la petite... ou la petite–la petite... celle de frère Collins, la petite... Comment s’appelle-t-elle ? La petite... Betty, la petite... J’ai seulement un peu ri en moi-même. Mais, je les avais vues toutes belles, vous savez, toutes bien arrangées, et un moment après, c’était directement... Eh bien, vous êtes bien mignonnes, chéries ; en tout cas, je vous trouve belles. C’est vrai. Être belle, c’est–c’est avoir un bel esprit qui peut venir s’asseoir dans des réunions comme celles-ci et écouter l’Évangile. Voilà ce qui fait la bea"
Matthieu 24:35;11;"SKN 60-1218; VGR 60-1218; VGR 62-0318M; SKN 60-0724; SKN 62-0318M";L’Eglise ne dépend pas de ce qu’ils ont fait à l’institut supérieur. Mais il s’agit du Saint-Esprit vivant dans l’Eglise, qui la conduit et la guide, et qui lui montre d’avance les choses à venir, comme Il l’a fait du temps de Titus, les avertissant des choses à venir, pour fuir la colère à venir. Oh! la la! «Que celui qui a des oreilles entende ce que l’Esprit dit aux églises.» Eh bien, y a-t-il alors quelque chose? demanderais-je. Je n’aimerais pas vous garder trop longtemps ce matin. Mais y a-t-il quelque chose de certain? Puisque je vous ai parlé de tant de choses qui sont incertaines, y a
Jean 17:0;11;"SKN 52-0716; SKN 56-0115; VGR 56-0115; SKN 58-0323; SKN 59-0424E";Considérez Nicodème, le grand docteur juif, lorsqu’il est venu ce soir-là. Il a dit: «Nous savons que... (nous, les pharisiens) nous savons que Tu es un Docteur venu de Dieu, car personne ne peut faire ces miracles que Tu fais: connaître ces gens, leurs coeurs, leurs vies, et ce qui arrivera, et ainsi de suite, et guérir les malades et ainsi de suite. Tu dis: ‘Tu le fais seulement tel qu’Il Te le montre.’ Dieu Te montre donc ce que Tu dois faire, et Tu vas le faire. Nous savons que personne ne peut faire ces choses, si Dieu n’est avec lui. » Comment est-il possible...?... se tenir ici et dire 
1 Corinthiens 13:0;10;"SKN 63-0317M; SKN 59-0823; SKN 54-0829A; SKN 54-1205; SKN 56-0406";C’est Dieu, qui se dévoile dans l’humilité, dans la douceur, et tous les jours c’est pareil. Il y a quelque chose de spécial chez un homme qui s’en tient exactement à la Parole. Chaque fois qu’il voit la Parole, il La ponctue d’un «amen», peu importe ce que disent les autres c’est... il La croit. Vous voyez? C’est... il La croit, vous voyez. Mais on s’éloigne suffisamment, donc, pour se reposer sur...fanatique, alors Satan s’introduit parmi les gens. C’est ça le travail de Satan. Et il est doué en la matière. Et il–il s’introduit parmi les gens, pour leur faire croire qu’ils L’ont par le simpl
Matthieu 16:18;10;"SKN 60-0911E; VGR 60-0911E; SKN 60-1204M; VGR 60-1204M; SKN 65-0221M";"Bien, alors je m'attends au Seigneur jusqu'à ce que je sache exactement dans quelle direction aller et que faire. Durant ce temps, je serai ici, dans les alentours du Tabernacle, sortant et revenant, prêchant, priant pour les malades, faisant tout ce que je peux. Nous voulons, un jour, si le gouvernement ne nous en empêche pas, construire une église ici, une belle église où nous pourrons avoir beaucoup de places assises, un auditoire principal ainsi qu'un balcon, et ainsi de suite; ce sera ainsi une très belle église, climatisée. Ainsi, les gens pourront s'asseoir confortablement, suivre les s"
Hebreux 13:10;10;"SKN 63-0901M; VGR 63-0901M; SKN 63-1128E; SKN 64-0308; VGR 64-0308";"Elle est revenue et a été courtisée–courtisée par le général de l’armée. Elle a été relevée et s’est retrouvée à Bethléhem, où elle a reçu un héritage au milieu d’eux. Et elle a mis au monde–elle a mis au monde un fils célèbre, et ce fils célèbre a produit un autre fils célèbre, et ce fils a produit un autre fils célèbre, jusqu’à ce qu’arrive le grand Fils célèbre. Faisant tout ce chemin, en passant par Obed, et puis par Isaï, et ainsi jusqu’à David. C’est vrai. La prostituée Rahab, parce qu’elle crut le messager. Elle appliqua le signe, et sa maison fut sauvée; sinon elle aurait péri là-bas o"
Matthieu 8:0;10;"SKN 56-0406; SKN 57-0115; SKN 53-0513; SKN 61-0211; SKN 56-1209E";"Il y a quelque temps, un ministre, Stewart Hamilton, alors qu’un groupe de gens étaient là, beaucoup d’entre eux ont des photos prises par un studio, ils voulaient que je descende et que je sois photographié. Et c’est un jeune érudit très instruit, c’est vrai; il voulait éloigner de moi le manager parce qu’il savait que je n’avais pas d’instruction, et il allait me mettre en pièces. Ainsi, il a finalement trouvé un moyen pour le faire. Et il a parlé au manager, M. Baxter, et lui a dit: «Si vous pouvez continuer et partir à la réunion, je voudrais m’entretenir avec M. Branham juste un moment.» "
